ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento
140;Thales da Cunha;24;493.075.612-06;Masculino;Solteiro;bryan86@example.com;+55 81 2604-7347;Castro;BA;Ford;Focus;2014;Vermelho;229262.5;2019-12-04;Financiamento
141;Leandro Azevedo;46;819.764.523-09;Masculino;Casado;da-conceicaofelipe@example.org;+55 (061) 8639 7866;Sales de Pinto;DF;Toyota;Etios;2022;Preto;120263.58;2019-03-09;À vista
142;Isabel Siqueira;24;294.867.315-19;Feminino;Viúvo;rsampaio@example.net;41 2505-6505;Fernandes;PI;Hyundai;HB20S;2022;Cinza;159507.74;2021-02-22;Financiamento
143;Manuela Ferreira;34;402.571.386-17;Feminino;Viúvo;rrios@example.net;0300 274 0659;Campos;RJ;Toyota;Etios;2022;Branco;95942.72;2017-05-29;Financiamento
144;Raquel Mendonça;55;470.926.581-01;Feminino;Solteiro;guerrafernanda@example.com;(084) 9965-3141;da Conceição do Campo;ES;Honda;Fit;2018;Vermelho;60007.07;2021-04-05;Consórcio
145;Luana Sampaio;70;057.129.368-95;Feminino;Viúvo;qcampos@example.net;+55 41 5659-4889;Dias do Norte;TO;Citroen;C4;2018;Branco;214090.01;2020-06-11;À vista
146;Arthur Sales;51;391.654.827-19;Masculino;Casado;da-cunhaagatha@example.net;+55 81 2387 0198;Pacheco de Ramos;RS;Toyota;Camry;2015;Cinza;144981.73;2022-05-28;À vista
147;Maria Laura Albuquerque;60;365.198.720-59;Feminino;Divorciado;camposlucca@example.com;(041) 5581-0348;Vasconcelos de Andrade;CE;Honda;Fit;2022;Prata;224112.54;2024-10-11;Financiamento
148;Ana Cecília Vieira;60;025.978.463-00;Feminino;Viúvo;samuel33@example.org;0300-758-9824;Novaes;PI;Toyota;Corolla Cross;2019;Prata;39879.21;2019-06-15;Consórcio
149;Enzo Gabriel Cardoso;31;640.825.731-35;Masculino;Solteiro;lucasda-rosa@example.net;(084) 7968-4432;Dias de Costela;PR;Chevrolet;Tracker;2020;Preto;118615.24;2019-06-27;Consórcio
150;Aylla da Rocha;35;130.967.584-84;Feminino;Solteiro;wribeiro@example.org;0900-899-6699;Cassiano do Sul;PI;Peugeot;2008;2014;Verde;191655.52;2024-11-08;Financiamento
151;Ana Cecília Lopes;45;957.261.308-12;Feminino;Divorciado;ana-luizamoraes@example.org;(061) 9693 4339;Peixoto de Minas;MS;Toyota;Hilux;2022;Prata;76596.26;2020-03-28;Financiamento
152;Pedro Lucas Siqueira;38;208.516.937-68;Masculino;Divorciado;pedro-lucasda-mata@example.com;(021) 6968 3494;Ramos;BA;Volskwagen;Amarok;2018;Branco;196300.09;2023-05-27;Consórcio
153;Emanuelly Novaes;27;280.513.947-04;Feminino;Solteiro;qsampaio@example.org;+55 (071) 1059-6855;da Conceição de Souza;AL;Volskwagen;Gol;2017;Cinza;157538.97;2019-09-11;Financiamento
154;Júlia Siqueira;26;328.416.597-55;Feminino;Casado;monteirostephany@example.org;+55 41 5985-7847;Nascimento;BA;Toyota;Camry;2013;Branco;30476.04;2024-06-19;À vista
155;Jade Moraes;64;572.380.614-90;Feminino;Solteiro;pcastro@example.org;+55 (081) 3066 6104;Albuquerque;BA;Toyota;Corolla Cross;2022;Branco;116564.17;2022-04-11;Financiamento
156;Rebeca Oliveira;33;937.054.128-41;Feminino;Solteiro;amandamachado@example.org;+55 11 6690 7318;Rios das Pedras;ES;Honda;Fit;2015;Preto;202635.39;2025-02-07;Financiamento
157;Pedro Henrique da Cruz;46;385.790.246-92;Masculino;Divorciado;ana-clara97@example.org;+55 31 4956-8551;Pires;RN;Peugeot;208;2020;Verde;128551.59;2023-05-01;Consórcio
158;Caroline Cassiano;43;176.589.243-00;Feminino;Viúvo;maria-julia53@example.com;+55 (081) 1840-9678;Vargas;RJ;Honda;HR-V;2013;Vermelho;195400.52;2025-03-26;Consórcio
159;Ana Julia da Luz;40;526.104.793-52;Feminino;Solteiro;ndas-neves@example.org;+55 81 3407-8146;Barbosa da Prata;MG;Peugeot;208;2017;Branco;96039.43;2024-10-30;Consórcio
160;Ísis Oliveira;60;435.871.096-48;Feminino;Divorciado;luiz-fernandorios@example.net;(051) 1086-0784;Farias;RS;Volskwagen;Virtus;2015;Cinza;57650.89;2020-02-03;Financiamento
161;Antonella Pinto;69;734.098.561-10;Feminino;Casado;theodoroaragao@example.net;+55 (021) 3743 2647;Pastor;ES;Volskwagen;Amarok;2019;Preto;182436.46;2024-09-19;Consórcio
162;Maya Nogueira;30;620.738.514-44;Feminino;Casado;gabriela80@example.com;84 0756-2336;Mendes;RJ;Peugeot;208;2015;Verde;95358.5;2023-09-23;Financiamento
163;Emanuelly Barbosa;55;142.096.578-67;Feminino;Casado;carolina12@example.net;31 8526 8678;Freitas de Minas;DF;Honda;CR-V;2014;Azul;243851.89;2024-06-27;Financiamento
164;Maria Alice Nunes;32;849.657.231-55;Feminino;Casado;sofiagomes@example.net;(081) 5921 7577;Novais;PB;Hyundai;Creta;2021;Vermelho;87745.68;2024-01-04;Consórcio
165;Enzo Gabriel Mendes;59;320.796.514-80;Masculino;Divorciado;pimentagiovanna@example.org;31 3772 4137;Rodrigues;RR;Volskwagen;Up;2021;Prata;151502.43;2025-02-11;Financiamento
166;Ana Carolina Albuquerque;62;513.782.094-60;Feminino;Solteiro;maria-cecilia11@example.org;+55 (061) 1143-8825;Ferreira;RJ;Volskwagen;Virtus;2022;Cinza;108230.8;2023-09-24;Financiamento
167;Stephany da Cunha;64;179.854.632-91;Feminino;Casado;paraujo@example.com;+55 81 4612-6505;Farias;SP;Ford;Ka;2015;Branco;237603.86;2023-02-17;À vista
168;Igor Duarte;60;780.245.319-41;Masculino;Solteiro;mateuscampos@example.net;81 8699-1933;Barros do Oeste;RJ;Ford;Ka;2017;Branco;235382.7;2018-03-13;Financiamento
169;Juliana Aragão;41;759.246.081-58;Feminino;Solteiro;lnovais@example.net;+55 (084) 1422-2401;Alves do Norte;AP;Peugeot;3008;2019;Prata;203782.54;2024-10-24;Consórcio
170;Eduarda Peixoto;53;540.368.279-10;Feminino;Viúvo;giovannasiqueira@example.net;+55 (071) 6609 7343;Pereira;ES;Fiat;Argo;2018;Cinza;224751.07;2018-10-03;Financiamento
171;Ana Luiza Montenegro;64;780.941.326-04;Feminino;Viúvo;sporto@example.org;+55 41 6291 6841;Mendes;SE;Fiat;Fiorino;2018;Branco;123929.87;2021-01-16;À vista
172;Luiz Fernando Santos;48;321.096.745-80;Masculino;Solteiro;maria-lauracirino@example.com;+55 84 7026 5259;Castro;MT;Toyota;Corolla Cross;2022;Verde;234497.12;2019-07-13;À vista
173;Elisa Rios;18;680.724.935-74;Feminino;Divorciado;da-cunhaana-livia@example.net;71 2955 6340;Barros;SE;Peugeot;208;2015;Cinza;189990.97;2020-09-15;Consórcio
174;Isabela Alves;37;689.417.025-85;Feminino;Solteiro;pimentaclara@example.com;(081) 7647 5931;da Mata Grande;PI;Volskwagen;Voyage;2016;Prata;175765.2;2020-04-08;À vista
175;Maria Júlia Alves;58;482.597.360-47;Feminino;Viúvo;aparecidaanthony@example.net;+55 (031) 0336-0532;Campos;AC;Volskwagen;Gol;2022;Cinza;108510.73;2021-05-29;Financiamento
176;Maria Cecília Castro;48;523.841.670-90;Feminino;Divorciado;bento34@example.org;+55 84 4495 6825;Abreu Paulista;PR;Citroen;C4 Grand Picasso;2016;Branco;42678.73;2023-07-17;À vista
177;Josué Ramos;37;476.809.521-67;Masculino;Solteiro;isabel28@example.org;0900 776 5889;da Cruz do Galho;RN;Hyundai;HB20S;2013;Vermelho;208354.5;2017-12-20;Financiamento
178;Isaac Pacheco;25;206.513.978-12;Masculino;Divorciado;cassianocecilia@example.com;51 0997 6720;Dias;MS;Peugeot;2008;2014;Azul;174612.86;2023-01-09;Financiamento
179;Ana Vitória Montenegro;58;235.018.964-33;Feminino;Casado;cecilia68@example.net;+55 31 0825-4265;Rios Alegre;GO;Volskwagen;Nivus;2021;Vermelho;42092.89;2019-11-30;À vista
180;Gael Henrique Macedo;19;023.148.576-07;Masculino;Casado;oliviaabreu@example.org;0300-530-5088;da Costa Alegre;DF;Peugeot;208;2019;Cinza;78869.92;2017-06-01;Consórcio
181;Ana Vitória Moraes;23;753.980.614-10;Feminino;Viúvo;leo19@example.org;51 9102 1661;Vargas Alegre;AC;Ford;Ranger;2018;Cinza;177485.64;2023-07-14;À vista
182;Lívia da Rocha;33;923.748.065-29;Feminino;Viúvo;barbara42@example.net;(061) 2084-0958;Rocha;MS;Honda;Fit;2016;Verde;62419.01;2017-10-15;À vista
183;Danilo da Mota;18;912.473.856-55;Masculino;Solteiro;martinsraul@example.com;+55 61 9855-6008;Viana Alegre;PB;Toyota;Corolla Cross;2023;Cinza;67186.77;2017-07-20;À vista
184;Rafaela Santos;52;687.315.290-03;Feminino;Viúvo;jose53@example.org;+55 (081) 9427 7532;Rezende;PR;Ford;Territory;2013;Preto;67708.76;2024-06-08;Financiamento
185;João Guilherme Dias;41;219.587.306-02;Masculino;Divorciado;laviniapacheco@example.net;0300-457-3428;Jesus;DF;Honda;City;2016;Vermelho;64769.07;2022-03-30;Consórcio
186;Luara Vieira;26;039.615.827-77;Feminino;Divorciado;marquescaua@example.com;+55 (081) 3996-6579;Dias;MG;Citroen;Basalt;2022;Cinza;31718.7;2025-01-31;À vista
187;Clarice Camargo;22;549.062.837-56;Feminino;Solteiro;luiz-miguelcasa-grande@example.org;(051) 5998-5607;Macedo;RN;Peugeot;2008;2013;Preto;245951.02;2022-08-10;Leasing
188;Manuella Cavalcanti;53;078.914.256-20;Feminino;Viúvo;emanuellafreitas@example.net;71 9355 6527;Azevedo;AL;Ford;Ka;2023;Preto;35481.04;2018-03-08;Consórcio
189;Nina Cunha;56;549.132.807-32;Feminino;Divorciado;theodoro85@example.org;+55 81 2269 5697;Fernandes;BA;Ford;Ranger;2015;Branco;232995.62;2024-01-25;Financiamento
190;Bryan Cirino;53;301.869.742-13;Masculino;Viúvo;jcaldeira@example.org;+55 11 1107-7966;Novais;AC;Honda;CR-V;2017;Verde;205988.6;2022-06-21;Financiamento
191;Beatriz Cunha;41;608.512.473-26;Feminino;Viúvo;goncalvesmateus@example.org;+55 (061) 7770 0290;Nogueira;MT;Ford;Focus;2017;Branco;56998.29;2024-02-05;À vista
192;Liz Sousa;54;287.160.345-62;Feminino;Casado;da-costavalentim@example.com;+55 (041) 5846-1156;da Rocha de Goiás;RR;Hyundai;HB20;2020;Vermelho;235589.23;2024-12-29;À vista
193;Bianca Aparecida;23;360.421.578-17;Feminino;Casado;kevin43@example.com;+55 (084) 5257 3585;Rezende;PI;Ford;Ka;2023;Cinza;72425.83;2023-09-22;Consórcio
194;Otto das Neves;69;284.096.537-29;Masculino;Casado;rvargas@example.net;+55 51 6616 2923;Martins;GO;Fiat;Mobi;2023;Preto;248456.8;2019-06-10;Financiamento
195;Júlia da Mota;49;320.614.978-96;Feminino;Viúvo;ana-vitoriaazevedo@example.org;+55 71 5657-2761;Fernandes;PA;Peugeot;2008;2018;Cinza;92944.41;2023-09-15;Financiamento
196;Joana Macedo;49;735.028.419-50;Feminino;Solteiro;da-luzmaria-cecilia@example.com;+55 (041) 7970 9697;Gomes de Minas;RO;Ford;Ka;2022;Prata;245843.89;2019-06-07;Financiamento
197;Dante Almeida;66;259.463.708-47;Masculino;Viúvo;vargastheo@example.org;0500 219 9583;Pereira;ES;Toyota;Hilux;2019;Prata;208718.79;2019-01-26;Financiamento
198;Anthony Cardoso;28;328.179.450-50;Masculino;Viúvo;rdas-neves@example.net;+55 (041) 4319 6348;Costela das Flores;PB;Peugeot;2008;2022;Cinza;45461.09;2021-01-31;Consórcio
199;Antônio Borges;50;381.642.509-70;Masculino;Solteiro;isabelada-mota@example.org;61 6151 3365;Brito de Minas;MT;Peugeot;308;2022;Verde;30513.27;2017-07-21;À vista
200;Nina Pinto;23;069.841.753-48;Feminino;Divorciado;limajose-pedro@example.org;(084) 7835-2051;Campos;SC;Fiat;500e;2014;Azul;122960.91;2024-08-21;À vista
201;Sara da Rocha;34;167.523.809-02;Feminino;Casado;oliveiramariana@example.com;71 3971-6010;Cardoso;ES;Volskwagen;Nivus;2016;Azul;164310.84;2022-02-08;Consórcio
202;Heloísa Alves;55;054.328.967-29;Feminino;Solteiro;maria-claraborges@example.com;(021) 6077-5090;Almeida;CE;Honda;Fit;2020;Vermelho;170057.43;2024-10-06;Consórcio
203;Bárbara Martins;57;157.298.346-91;Feminino;Divorciado;zda-rosa@example.org;+55 41 0703-5053;Aparecida das Pedras;RO;Peugeot;208;2013;Prata;185982.35;2019-08-18;À vista
204;Hellena Jesus;38;918.346.072-13;Feminino;Casado;montenegrolivia@example.org;(041) 5839 6463;Cavalcanti de Rios;PE;Toyota;Camry;2019;Branco;223021.19;2019-07-06;Consórcio
205;João Miguel da Paz;51;698.720.415-20;Masculino;Divorciado;rmoura@example.com;81 4978-3864;Leão do Campo;MG;Citroen;Aircross;2019;Cinza;200247.67;2021-08-02;À vista
206;Ana Luiza Lima;58;948.160.325-33;Feminino;Viúvo;zferreira@example.org;+55 71 7535-5406;Santos das Pedras;GO;Fiat;Cronos;2019;Vermelho;102358.14;2021-04-06;Consórcio
207;José Miguel Borges;49;487.025.361-53;Masculino;Casado;qsilveira@example.net;84 2764 8247;Sá do Campo;DF;Hyundai;Creta;2017;Cinza;93990.56;2021-12-02;Financiamento
208;André Cirino;49;136.489.207-31;Masculino;Divorciado;bda-cunha@example.org;(051) 5439-1936;Martins do Oeste;MA;Peugeot;2008;2013;Preto;123752.11;2024-10-12;Consórcio
209;Lorenzo Ribeiro;20;476.291.038-40;Masculino;Viúvo;garciadiogo@example.org;+55 (084) 2726 5546;Farias;TO;Volskwagen;Gol;2018;Vermelho;157934.73;2018-01-26;Financiamento
210;Maria Alice Gomes;68;356.248.709-65;Feminino;Viúvo;kaiquevasconcelos@example.com;+55 51 7836 7744;Nogueira;PR;Peugeot;3008;2020;Vermelho;236283.28;2025-04-05;Financiamento
211;Stella Silva;49;015.792.368-12;Feminino;Viúvo;helena22@example.com;+55 (051) 4692-4472;Araújo de Teixeira;RN;Honda;City;2019;Branco;79494.92;2020-12-12;Consórcio
212;Ayla Barbosa;31;304.957.261-25;Feminino;Solteiro;aparecidamaria-cecilia@example.org;0800-113-5313;Sá das Flores;SE;Peugeot;308;2015;Cinza;247169.74;2022-11-07;Financiamento
213;Yan da Mata;67;431.657.902-99;Masculino;Divorciado;breno52@example.org;41 6251 8787;Costela;AP;Ford;Ka Sedan;2015;Vermelho;216855.87;2024-05-27;À vista
214;Evelyn da Mota;47;637.502.891-40;Feminino;Casado;joao-vitorcunha@example.org;(084) 0096 5337;da Cruz;SC;Peugeot;Partner;2019;Cinza;135674.16;2023-08-03;Financiamento
215;Gabrielly Monteiro;67;573.068.491-66;Feminino;Divorciado;noahda-rosa@example.org;+55 (041) 0961 7742;Melo dos Dourados;MT;Toyota;Corolla;2018;Azul;209858.91;2021-03-08;Consórcio
216;Eloah Teixeira;46;793.562.481-09;Feminino;Viúvo;pereiramaria-cecilia@example.org;(021) 9526 6707;Castro das Flores;PE;Ford;Ka Sedan;2015;Branco;43208.58;2020-11-06;Consórcio
217;Asafe Dias;67;063.754.982-10;Masculino;Casado;hellena38@example.org;71 6569-7751;Casa Grande do Sul;GO;Honda;City;2020;Preto;132592.31;2025-04-04;Financiamento
218;Camila Casa Grande;38;624.385.190-70;Feminino;Solteiro;yancavalcanti@example.net;+55 31 9176-9112;Nunes dos Dourados;AM;Volskwagen;Amarok;2018;Preto;140217.47;2021-08-24;Financiamento
219;Juan Moura;35;812.956.743-19;Masculino;Viúvo;da-conceicaocalebe@example.net;31 9621 3478;Freitas;SP;Honda;Civic;2014;Azul;123257.91;2023-03-27;Leasing
220;Isadora Fogaça;62;150.347.829-79;Feminino;Viúvo;gazevedo@example.org;11 0623 9607;Brito;GO;Ford;Ka;2020;Vermelho;194120.4;2018-03-26;Financiamento
221;Sophie Lopes;28;395.620.187-68;Feminino;Divorciado;vasconcelosevelyn@example.com;(041) 0249-5458;Pastor do Amparo;PR;Ford;Ka;2017;Cinza;112715.04;2020-06-22;À vista
222;Maitê Oliveira;60;268.094.351-15;Feminino;Solteiro;balves@example.com;(051) 4875-3609;Santos das Flores;AP;Fiat;Fiorino;2022;Branco;140200.69;2019-02-28;Financiamento
223;Maria Melo;70;247.318.506-90;Feminino;Divorciado;piresluna@example.net;(084) 3074 8152;Cardoso de Jesus;PB;Peugeot;208;2017;Cinza;116385.95;2017-06-09;Financiamento
224;Lívia Santos;48;536.194.807-10;Feminino;Divorciado;sgoncalves@example.net;+55 61 9809 3620;Alves;SC;Peugeot;2008;2020;Verde;199985.99;2021-10-16;À vista
225;Lunna Costela;66;235.961.784-28;Feminino;Divorciado;marquesana-vitoria@example.net;(021) 8076-8896;da Mata;SE;Peugeot;308;2015;Branco;78385.65;2017-09-08;Financiamento
226;João Lucas Fogaça;57;159.084.726-11;Masculino;Solteiro;ysales@example.net;(071) 4498 5760;Oliveira de Goiás;AC;Hyundai;HB20S;2023;Vermelho;130692.26;2024-12-03;À vista
227;Nina Farias;48;180.427.536-08;Feminino;Casado;scaldeira@example.net;11 0359 2799;Rocha de da Rosa;PB;Ford;Ka;2022;Verde;206290.07;2021-11-25;Financiamento
228;Luna Silveira;51;048.623.719-22;Feminino;Solteiro;dbarbosa@example.com;21 9219-2370;da Cruz;DF;Chevrolet;Tracker;2018;Azul;165080.86;2021-07-12;Leasing
229;Matheus Almeida;45;481.970.532-60;Masculino;Casado;emanuella18@example.org;(011) 2254 4817;Machado;SC;Honda;Fit;2015;Branco;59326.38;2021-02-22;Financiamento
230;Vinícius Moreira;67;523.670.981-40;Masculino;Solteiro;joao-feliperios@example.org;+55 31 7376 8913;Martins do Campo;PA;Ford;Ecosport;2018;Preto;203640.89;2024-05-11;Consórcio
231;Vitória Sousa;69;904.376.251-25;Feminino;Solteiro;usampaio@example.net;+55 31 2584-4780;Duarte Paulista;SP;Ford;Ka Sedan;2023;Branco;34546.0;2020-08-07;Consórcio
232;Marcelo Marques;24;687.435.219-91;Masculino;Viúvo;ncardoso@example.org;+55 31 6641-9926;Ramos de Minas;ES;Volskwagen;Up;2013;Branco;90409.41;2024-07-30;Financiamento
233;Giovanna Barros;21;315.478.296-64;Feminino;Divorciado;casa-grandenina@example.org;+55 71 4252-8401;Rocha;PE;Honda;HR-V;2019;Branco;207928.03;2023-11-23;Consórcio
234;Ryan Costa;61;327.546.980-00;Masculino;Viúvo;benicio33@example.org;61 6080 2879;Carvalho de Fonseca;AL;Citroen;Aircross;2023;Branco;90369.19;2022-10-07;À vista
235;Renan Garcia;32;835.294.076-74;Masculino;Casado;vicente01@example.net;(011) 2424-3903;Leão de Goiás;PB;Honda;City;2021;Branco;51515.28;2024-09-30;À vista
236;Evelyn Albuquerque;52;371.602.489-96;Feminino;Divorciado;mviana@example.com;41 6887-6344;Machado de Borges;RR;Honda;CR-V;2014;Vermelho;72857.52;2024-01-28;À vista
237;Maria Helena Novaes;37;301.286.974-31;Feminino;Casado;mendoncacaio@example.com;+55 81 9339 0177;Costela dos Dourados;AM;Peugeot;308;2019;Branco;194973.44;2023-12-11;Financiamento
238;Marina Pereira;56;873.901.426-69;Feminino;Casado;otaviocosta@example.com;(081) 7036-6992;Alves das Pedras;CE;Volskwagen;Gol;2016;Verde;113897.43;2024-12-11;Financiamento
239;Luana Ramos;68;015.386.947-00;Feminino;Casado;ayla80@example.org;81 8539 9455;Santos de da Cunha;GO;Fiat;Cronos;2018;Vermelho;148086.65;2018-08-20;Consórcio
240;Julia Garcia;29;479.352.816-37;Feminino;Solteiro;fpires@example.org;+55 (071) 4686-2785;Peixoto;ES;Volskwagen;Nivus;2021;Preto;203987.99;2024-05-06;À vista
241;Ana Júlia Cardoso;55;429.853.107-41;Feminino;Solteiro;albuquerqueluiz-fernando@example.org;+55 (081) 0652 0528;Cavalcanti;AL;Hyundai;Creta;2020;Preto;43341.31;2021-01-05;Consórcio
242;Laura Camargo;48;375.120.846-17;Feminino;Viúvo;limaantonella@example.net;(041) 0163-6835;Rodrigues de Farias;AL;Peugeot;3008;2017;Preto;229331.04;2024-06-30;À vista
243;Maria das Neves;43;683.705.912-21;Feminino;Solteiro;jesusalice@example.org;+55 41 8708 6178;Costa do Norte;PR;Honda;Fit;2017;Verde;156290.51;2025-04-12;Consórcio
244;Eloah Correia;31;780.142.395-04;Feminino;Divorciado;vasconcelosana-clara@example.net;84 8519 5937;da Mata;MS;Ford;Ranger;2020;Branco;59188.81;2023-08-19;À vista
245;Alícia da Cunha;40;482.051.967-02;Feminino;Viúvo;carvalhomaria-luiza@example.com;(084) 4321-7197;Cassiano;RO;Ford;Focus;2023;Cinza;189758.76;2023-12-18;Financiamento
246;Maysa Pimenta;32;812.793.450-04;Feminino;Solteiro;sousapaulo@example.net;+55 71 7079 3940;Fogaça do Oeste;BA;Honda;CR-V;2014;Branco;37974.17;2018-01-25;Financiamento
247;Marcelo Viana;44;342.701.586-62;Masculino;Casado;daniela65@example.net;(031) 2184 0967;Cirino do Amparo;CE;Peugeot;2008;2023;Branco;243878.4;2022-12-22;Leasing
248;Vitor Hugo Castro;33;261.879.345-55;Masculino;Viúvo;joaquimcamargo@example.org;0300 766 9283;Sampaio da Serra;CE;Honda;HR-V;2015;Prata;191518.95;2024-05-24;Financiamento
249;Liam Teixeira;46;426.987.501-11;Masculino;Casado;lcarvalho@example.net;0300 793 0315;Leão de Sampaio;DF;Toyota;Etios;2015;Preto;52247.65;2020-10-03;Consórcio
250;Ana Luiza Campos;33;461.092.835-33;Feminino;Divorciado;xmartins@example.org;+55 (021) 0864-1131;Rios Grande;PA;Ford;Focus;2022;Preto;200313.58;2023-06-24;Consórcio
251;Valentina Lopes;50;163.840.957-93;Feminino;Divorciado;maria-eduarda24@example.org;+55 51 2931 0761;Siqueira;AC;Ford;Ka Sedan;2023;Vermelho;213108.8;2021-05-18;À vista
252;Allana da Paz;67;564.172.890-01;Feminino;Solteiro;henriqueabreu@example.net;+55 (031) 1258 6861;Dias;RR;Honda;HR-V;2022;Verde;209860.37;2022-06-25;Financiamento
253;Nicole Macedo;48;824.371.596-73;Feminino;Solteiro;bryan87@example.com;11 3965-2198;das Neves de Leão;RN;Volskwagen;Gol;2023;Preto;145849.25;2021-11-18;Consórcio
254;Raquel Fernandes;59;439.726.185-73;Feminino;Divorciado;joana84@example.org;+55 11 5413 5534;Costa;DF;Honda;Civic;2015;Vermelho;222026.84;2022-12-08;Leasing
255;Ravy Castro;51;238.564.197-64;Masculino;Casado;procha@example.net;+55 (084) 0974-2554;Borges;PE;Honda;Civic;2020;Cinza;96212.92;2023-11-08;Consórcio
256;Juliana da Cruz;30;728.146.930-69;Feminino;Divorciado;fonsecasara@example.net;+55 51 5618 1999;Costa da Prata;ES;Toyota;Corolla;2018;Branco;97627.22;2018-05-23;Financiamento
257;Agatha Sampaio;51;659.078.241-58;Feminino;Viúvo;mendoncamaria-luisa@example.net;81 6021-0390;Santos;GO;Toyota;Yaris;2015;Azul;192419.88;2021-10-09;À vista
258;Ravi Lucca Cirino;37;235.891.074-05;Masculino;Divorciado;ufonseca@example.net;+55 (081) 2894-1931;Macedo do Campo;SP;Hyundai;Creta;2013;Vermelho;200144.18;2020-06-26;Financiamento
259;Raquel da Rocha;52;946.120.583-05;Feminino;Casado;eduardanovaes@example.net;(011) 8908 5530;Peixoto da Mata;PB;Toyota;Corolla Cross;2021;Azul;55928.9;2025-02-02;À vista
260;Jade Monteiro;64;570.681.234-90;Feminino;Divorciado;nataliacardoso@example.org;+55 84 4017 9972;Pacheco;MT;Chevrolet;Cruze;2022;Prata;50212.93;2023-10-29;Consórcio
261;Gabrielly Araújo;61;107.543.968-00;Feminino;Viúvo;qcunha@example.com;0300 531 0293;Silveira;GO;Ford;Territory;2014;Prata;57769.92;2021-09-15;À vista
262;Ana Luiza Gonçalves;21;052.693.741-61;Feminino;Viúvo;ana-claracardoso@example.net;(084) 0008 0291;Melo do Oeste;TO;Peugeot;3008;2015;Prata;70481.69;2020-06-04;Consórcio
263;Bárbara Novaes;19;692.081.345-98;Feminino;Casado;joao-felipe49@example.com;+55 (061) 6352-5228;Rocha de Caldeira;AC;Fiat;Argo;2019;Vermelho;151514.79;2020-06-01;Financiamento
264;Maria Julia Correia;37;452.308.917-50;Feminino;Divorciado;vrios@example.net;+55 41 8983-4641;Alves;ES;Ford;Ranger;2019;Prata;88020.25;2023-08-06;À vista
265;Ana Albuquerque;40;834.792.165-28;Feminino;Viúvo;emanuelnunes@example.org;+55 (011) 5532 2441;Ribeiro;ES;Citroen;C4;2019;Branco;160471.02;2019-10-18;Financiamento
266;Pietra Andrade;48;245.310.987-14;Feminino;Casado;ianpastor@example.com;(011) 8550 7074;Pimenta;RJ;Fiat;Toro;2021;Preto;246262.45;2024-06-30;Financiamento
